DATA,REG_ANS,CD_CONTA_CONTABIL,DESCRICAO,VL_SALDO_INICIAL,VL_SALDO_FINAL,ano,trimestre
2025-07-01,348244,411511161,Despesas com Eventos / Sinistros,4757933.13,7514434.14,2025,3T
2025-07-01,348244,411512181,Despesas com Eventos / Sinistros,1743938.05,2748869.8,2025,3T
2025-07-01,348244,411611111,Despesas com Eventos / Sinistros,278676.75,387458.47,2025,3T
2025-07-01,348244,411611121,Despesas com Eventos / Sinistros,3051192.52,4474381.64,2025,3T
2025-07-01,348244,411611141,Despesas com Eventos / Sinistros,2407374.21,4305844.66,2025,3T
2025-07-01,348244,411611151,Despesas com Eventos / Sinistros,802979.91,1245761.23,2025,3T
2025-07-01,348244,411611161,Despesas com Eventos / Sinistros,6249548.08,9568467.48,2025,3T
2025-07-01,348244,411611211,Despesas com Eventos / Sinistros,53218.65,79706.2,2025,3T
2025-07-01,348244,411611221,Despesas com Eventos / Sinistros,1272209.98,1841371.42,2025,3T
2025-07-01,348244,411611241,Despesas com Eventos / Sinistros,928800.23,1475419.88,2025,3T
2025-07-01,348244,411611251,Despesas com Eventos / Sinistros,368390.67,423446.04,2025,3T
2025-07-01,348244,411611261,Despesas com Eventos / Sinistros,1778173.5,2747354.76,2025,3T
2025-07-01,348244,411612141,Despesas com Eventos / Sinistros,13436.51,13954.19,2025,3T
2025-07-01,348244,411612241,Despesas com Eventos / Sinistros,13540.72,13828.03,2025,3T
2025-07-01,348244,411711121,Despesas com Eventos / Sinistros,65625.22,101361.14,2025,3T
2025-07-01,348244,411711141,Despesas com Eventos / Sinistros,31912.52,47951.17,2025,3T
2025-07-01,348244,411711161,Despesas com Eventos / Sinistros,98735.46,268992.5,2025,3T
2025-07-01,348244,411811221,Despesas com Eventos / Sinistros,9968.82,28400.82,2025,3T
2025-07-01,348244,411811241,Despesas com Eventos / Sinistros,3985.39,7736.89,2025,3T
2025-07-01,348244,411811251,Despesas com Eventos / Sinistros,19988.61,22184.7,2025,3T
2025-07-01,348244,411811261,Despesas com Eventos / Sinistros,25965.24,114542.05,2025,3T
2025-07-01,325571,411411241,Despesas com Eventos / Sinistros,907984.85,1418062.37,2025,3T
2025-07-01,325571,411412241,Despesas com Eventos / Sinistros,67720.38,112991.08,2025,3T
2025-07-01,325571,411511111,Despesas com Eventos / Sinistros,7947443.33,12440311.37,2025,3T
2025-07-01,325571,411511121,Despesas com Eventos / Sinistros,51755245.08,82439775.53,2025,3T
2025-07-01,325571,411511131,Despesas com Eventos / Sinistros,2927.79,2988.29,2025,3T
2025-07-01,325571,411511141,Despesas com Eventos / Sinistros,40152528.88,61022307.54,2025,3T
2025-07-01,325571,411511151,Despesas com Eventos / Sinistros,288601.68,516714.03,2025,3T
2025-07-01,325571,411511161,Despesas com Eventos / Sinistros,100220940.26,154915782.45,2025,3T
2025-07-01,325571,411512141,Despesas com Eventos / Sinistros,4475198.47,6852344.63,2025,3T
2025-07-01,325571,411512181,Despesas com Eventos / Sinistros,20903513.03,31542376.47,2025,3T
2025-07-01,325571,411611111,Despesas com Eventos / Sinistros,646896.97,996167.03,2025,3T
2025-07-01,325571,411611121,Despesas com Eventos / Sinistros,4881645.29,7404842.11,2025,3T
2025-07-01,325571,411611141,Despesas com Eventos / Sinistros,3404867.7,5494707.78,2025,3T
2025-07-01,325571,411611151,Despesas com Eventos / Sinistros,20907.69,32676.16,2025,3T
2025-07-01,325571,411611161,Despesas com Eventos / Sinistros,13434777.68,20927575.07,2025,3T
2025-07-01,325571,411611211,Despesas com Eventos / Sinistros,2327354.36,3716308.24,2025,3T
2025-07-01,325571,411611221,Despesas com Eventos / Sinistros,18548857.46,28581286.67,2025,3T
2025-07-01,325571,411611241,Despesas com Eventos / Sinistros,12585105.8,20408558.48,2025,3T
2025-07-01,325571,411611251,Despesas com Eventos / Sinistros,144283.55,181673.43,2025,3T
2025-07-01,325571,411611261,Despesas com Eventos / Sinistros,41284370.29,63481155.25,2025,3T
2025-07-01,325571,411612141,Despesas com Eventos / Sinistros,912849.34,1383112.06,2025,3T
2025-07-01,325571,411612241,Despesas com Eventos / Sinistros,3948714.06,5254585.28,2025,3T
2025-07-01,327352,411611241,Despesas com Eventos / Sinistros,1203070.39,2156896.59,2025,3T
2025-07-01,327352,411611251,Despesas com Eventos / Sinistros,12560.62,32125.26,2025,3T
2025-07-01,327352,411611261,Despesas com Eventos / Sinistros,2347886.29,3910238.76,2025,3T
2025-07-01,327352,411811711,Despesas com Eventos / Sinistros,126.53,126.53,2025,3T
2025-07-01,327352,411811721,Despesas com Eventos / Sinistros,-927.22,-927.22,2025,3T
2025-07-01,327352,411811751,Despesas com Eventos / Sinistros,-14876.49,-13551.78,2025,3T
2025-07-01,327352,411811761,Despesas com Eventos / Sinistros,-74053.25,-74053.25,2025,3T
2025-07-01,333239,441319041,Despesas com Eventos/Sinistros ṇo cobertos,0.0,0.0,2025,3T
2025-07-01,333239,441329041,Despesas com Eventos/Sinistros ṇo cobertos,0.0,0.0,2025,3T
2025-07-01,335479,411111131,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,169021.53,270961.33,2025,3T
2025-07-01,335479,411111141,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,1529542.32,2357695.46,2025,3T
2025-07-01,335479,411111151,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,107550.73,153681.59,2025,3T
2025-07-01,335479,411111161,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,6125414.73,9480735.37,2025,3T
2025-07-01,335479,411111211,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,8992291.38,13660236.48,2025,3T
2025-07-01,335479,411111221,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,23241837.24,33684224.36,2025,3T
2025-07-01,335479,411111231,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,317518.48,495457.1,2025,3T
2025-07-01,335479,411111241,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,5979033.71,8732844.5,2025,3T
2025-07-01,335479,411111251,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,304551.91,410042.86,2025,3T
2025-07-01,335479,411111261,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,22423957.38,33475152.09,2025,3T
2025-07-01,335479,411112181,Despesas com Eventos / Sinistros,3044811.36,4463482.54,2025,3T
2025-07-01,335479,411112281,Despesas com Eventos / Sinistros,22058176.51,34002552.37,2025,3T
2025-07-01,335479,411411711,Despesas com Eventos / Sinistros,5621.28,5621.28,2025,3T
2025-07-01,335479,411411721,Despesas com Eventos / Sinistros,11562.48,15002.73,2025,3T
2025-07-01,335479,411411731,Despesas com Eventos / Sinistros,1300.0,1300.0,2025,3T
2025-07-01,335479,411411741,Despesas com Eventos / Sinistros,4642.3,7802.3,2025,3T
2025-07-01,335479,411411761,Despesas com Eventos / Sinistros,6181.29,8121.54,2025,3T
2025-07-01,335479,411511211,Despesas com Eventos / Sinistros,9296671.65,14363489.4,2025,3T
2025-07-01,335479,411511221,Despesas com Eventos / Sinistros,22236552.52,33333172.4,2025,3T
2025-07-01,335479,411511231,Despesas com Eventos / Sinistros,1335040.79,2001190.6,2025,3T
2025-07-01,335479,411511241,Despesas com Eventos / Sinistros,7214914.06,11317684.42,2025,3T
2025-07-01,335479,411511251,Despesas com Eventos / Sinistros,330002.89,591099.06,2025,3T
2025-07-01,335479,411511261,Despesas com Eventos / Sinistros,25581703.68,39626445.61,2025,3T
2025-07-01,335479,411512281,Despesas com Eventos / Sinistros,12854208.65,19156690.15,2025,3T
2025-07-01,335479,411611211,Despesas com Eventos / Sinistros,7609404.23,10835014.63,2025,3T
2025-07-01,335479,411611221,Despesas com Eventos / Sinistros,14237603.25,21514086.91,2025,3T
2025-07-01,335479,411611231,Despesas com Eventos / Sinistros,1120869.32,1576346.04,2025,3T
2025-07-01,335479,411611241,Despesas com Eventos / Sinistros,13639094.11,21358897.23,2025,3T
2025-07-01,335479,411611251,Despesas com Eventos / Sinistros,301893.73,329755.54,2025,3T
2025-07-01,335479,411611261,Despesas com Eventos / Sinistros,13095759.01,19596752.21,2025,3T
2025-07-01,335479,411711711,Despesas com Eventos / Sinistros,153827.23,247303.09,2025,3T
2025-07-01,335479,411711721,Despesas com Eventos / Sinistros,593588.67,856045.89,2025,3T
2025-07-01,335479,411711731,Despesas com Eventos / Sinistros,19750.0,39150.0,2025,3T
2025-07-01,335479,411711741,Despesas com Eventos / Sinistros,698225.88,1154176.54,2025,3T
2025-07-01,335479,411711761,Despesas com Eventos / Sinistros,687486.96,1074330.83,2025,3T
2025-07-01,335479,411811711,Despesas com Eventos / Sinistros,1639931.66,2362640.96,2025,3T
2025-07-01,335479,411911211,Despesas com Eventos / Sinistros,3600.0,7500.0,2025,3T
2025-07-01,335479,411911221,Despesas com Eventos / Sinistros,1556484.43,2649266.56,2025,3T
2025-07-01,335479,411911241,Despesas com Eventos / Sinistros,2341474.4,3945822.0,2025,3T
2025-07-01,335479,411911261,Despesas com Eventos / Sinistros,470662.55,803000.34,2025,3T
2025-07-01,335479,411911711,Despesas com Eventos / Sinistros,1446845.51,2197258.47,2025,3T
2025-07-01,335479,411911721,Despesas com Eventos / Sinistros,4078050.33,5478251.84,2025,3T
2025-07-01,335479,411911731,Despesas com Eventos / Sinistros,45000.0,93197.67,2025,3T
2025-07-01,335479,411911741,Despesas com Eventos / Sinistros,4037839.89,5378595.63,2025,3T
2025-07-01,335479,411911751,Despesas com Eventos / Sinistros,3622.0,15435.0,2025,3T
2025-07-01,335479,411911761,Despesas com Eventos / Sinistros,4956308.32,6806591.07,2025,3T
2025-07-01,336831,411111011,Despesas com Eventos / Sinistros,993326.54,1517002.95,2025,3T
2025-07-01,336831,411111021,Despesas com Eventos / Sinistros,10823884.82,17182208.81,2025,3T
2025-07-01,336831,411111041,Despesas com Eventos / Sinistros,3584391.5,5762535.13,2025,3T
2025-07-01,336831,411111061,Despesas com Eventos / Sinistros,18079465.68,28586025.77,2025,3T
2025-07-01,336831,411311011,Despesas com Eventos / Sinistros,0.0,0.0,2025,3T
2025-07-01,336831,411311021,Despesas com Eventos / Sinistros,0.0,0.0,2025,3T
2025-07-01,336831,411311041,Despesas com Eventos / Sinistros,0.0,0.0,2025,3T
2025-07-01,336831,411311051,Despesas com Eventos / Sinistros,0.0,0.0,2025,3T
2025-07-01,336831,411411011,Despesas com Eventos / Sinistros,208113.08,309330.05,2025,3T
2025-07-01,336831,411411021,Despesas com Eventos / Sinistros,764977.09,1212956.64,2025,3T
2025-07-01,336831,411411041,Despesas com Eventos / Sinistros,200386.5,312699.14,2025,3T
2025-07-01,336831,411411061,Despesas com Eventos / Sinistros,1009155.85,1484960.7,2025,3T
2025-07-01,336831,411511011,Despesas com Eventos / Sinistros,1585134.21,2476965.25,2025,3T
2025-07-01,336831,411511021,Despesas com Eventos / Sinistros,12796242.2,20174074.78,2025,3T
2025-07-01,336831,411511041,Despesas com Eventos / Sinistros,3857659.98,5947739.24,2025,3T
2025-07-01,336831,411511061,Despesas com Eventos / Sinistros,17949531.79,28363609.34,2025,3T
2025-07-01,336831,411711011,Despesas com Eventos / Sinistros,270.0,970.0,2025,3T
2025-07-01,336831,411711021,Despesas com Eventos / Sinistros,52515.53,70663.71,2025,3T
2025-07-01,336831,411711041,Despesas com Eventos / Sinistros,3558.2,5517.2,2025,3T
2025-07-01,336831,411711061,Despesas com Eventos / Sinistros,24122.63,34136.63,2025,3T
2025-07-01,336831,411811011,Despesas com Eventos / Sinistros,27006.18,38158.93,2025,3T
2025-07-01,336831,411811021,Despesas com Eventos / Sinistros,190679.12,274951.89,2025,3T
2025-07-01,336831,411811041,Despesas com Eventos / Sinistros,50515.88,74261.5,2025,3T
2025-07-01,336831,411811061,Despesas com Eventos / Sinistros,277771.35,402743.39,2025,3T
2025-07-01,342084,441319141,Despesas com Eventos/Sinistros ṇo cobertos,450520.56,982792.33,2025,3T
2025-07-01,342084,441319241,Despesas com Eventos/Sinistros ṇo cobertos,451776.6,980806.18,2025,3T
2025-07-01,342084,441319741,Despesas com Eventos/Sinistros ṇo cobertos,756938.19,1647577.29,2025,3T
2025-07-01,343064,411111021,Despesas com Eventos / Sinistros,31691900.82,46800271.68,2025,3T
2025-07-01,343064,411111041,Despesas com Eventos / Sinistros,2190670.28,2716055.86,2025,3T
2025-07-01,343064,411111061,Despesas com Eventos / Sinistros,9929883.58,15891961.26,2025,3T
2025-07-01,343064,411811021,Despesas com Eventos / Sinistros,352474.4,675324.15,2025,3T
2025-07-01,343064,441319041,Despesas com Eventos/Sinistros ṇo cobertos,442218.42,474042.37,2025,3T
2025-07-01,343269,411611131,Despesas com Eventos / Sinistros,874932.54,1552084.03,2025,3T
2025-07-01,343269,411611141,Despesas com Eventos / Sinistros,17260476.85,27551216.58,2025,3T
2025-07-01,343269,411611151,Despesas com Eventos / Sinistros,34806.2,73460.18,2025,3T
2025-07-01,343269,411611161,Despesas com Eventos / Sinistros,34476770.44,55557181.49,2025,3T
2025-07-01,343269,411612131,Despesas com Eventos / Sinistros,32346.43,32669.26,2025,3T
2025-07-01,343269,411612151,Despesas com Eventos / Sinistros,228191.76,294881.45,2025,3T
2025-07-01,343269,411612161,Despesas com Eventos / Sinistros,21164.91,33379.89,2025,3T
2025-07-01,343269,411711711,Despesas com Eventos / Sinistros,347600.67,1024990.34,2025,3T
2025-07-01,343269,411711721,Despesas com Eventos / Sinistros,6338431.75,9618344.42,2025,3T
2025-07-01,343269,411711731,Despesas com Eventos / Sinistros,61062.0,75692.0,2025,3T
2025-07-01,343269,411711741,Despesas com Eventos / Sinistros,2693042.58,4191774.95,2025,3T
2025-07-01,343269,411711751,Despesas com Eventos / Sinistros,1490.0,1990.0,2025,3T
2025-07-01,343269,411711761,Despesas com Eventos / Sinistros,5319151.97,9550636.2,2025,3T
2025-07-01,343269,411712731,Despesas com Eventos / Sinistros,6258.0,6258.0,2025,3T
2025-07-01,343269,411712761,Despesas com Eventos / Sinistros,15346.0,22523.0,2025,3T
2025-07-01,343269,411811711,Despesas com Eventos / Sinistros,104907.96,181556.33,2025,3T
2025-07-01,343269,411811721,Despesas com Eventos / Sinistros,484440.7,621764.1,2025,3T
2025-07-01,343269,411811731,Despesas com Eventos / Sinistros,6134.53,7706.92,2025,3T
2025-07-01,343269,411811741,Despesas com Eventos / Sinistros,492817.44,573155.34,2025,3T
2025-07-01,343269,411811761,Despesas com Eventos / Sinistros,490407.4,806261.9,2025,3T
2025-07-01,343269,411812731,Despesas com Eventos / Sinistros,30083.28,66427.98,2025,3T
2025-07-01,343269,411812761,Despesas com Eventos / Sinistros,2074.01,3196.94,2025,3T
2025-07-01,343722,411111111,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,711168.9,1022408.11,2025,3T
2025-07-01,343722,411111121,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,2259065.35,3475091.81,2025,3T
2025-07-01,343722,411111141,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,38288.76,54281.47,2025,3T
2025-07-01,343722,411111161,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,1149984.9,1709415.29,2025,3T
2025-07-01,343722,411112161,Despesas com Eventos / Sinistros,1415.25,2602.48,2025,3T
2025-07-01,343722,411112181,Despesas com Eventos / Sinistros,3611659.66,6036091.54,2025,3T
2025-07-01,343722,411611111,Despesas com Eventos / Sinistros,347535.51,752399.33,2025,3T
2025-07-01,343722,411611121,Despesas com Eventos / Sinistros,2670911.99,4215715.33,2025,3T
2025-07-01,343722,411611141,Despesas com Eventos / Sinistros,972.97,6789.49,2025,3T
2025-07-01,343722,411611161,Despesas com Eventos / Sinistros,983364.21,1599834.24,2025,3T
2025-07-01,343722,411711121,Despesas com Eventos / Sinistros,43367.0,93529.0,2025,3T
2025-07-01,343722,411711161,Despesas com Eventos / Sinistros,14833.1,23077.27,2025,3T
2025-07-01,343722,411811111,Despesas com Eventos / Sinistros,98384.97,135454.37,2025,3T
2025-07-01,344397,411111111,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,4582321.7,6543267.81,2025,3T
2025-07-01,344397,411111121,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,33939825.37,50970303.65,2025,3T
2025-07-01,344397,411111141,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,1680988.2,2491624.37,2025,3T
2025-07-01,344397,411111151,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,47078.69,61463.65,2025,3T
2025-07-01,344397,411111161,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,8880334.67,14245413.0,2025,3T
2025-07-01,344397,411111211,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,8744364.15,12796195.01,2025,3T
2025-07-01,344397,411111221,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,68707815.54,104424617.06,2025,3T
2025-07-01,344397,411111241,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,3095694.29,4963058.27,2025,3T
2025-07-01,344397,411111251,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,16683.7,18470.9,2025,3T
2025-07-01,344397,411111261,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,16791289.16,25197952.02,2025,3T
2025-07-01,344397,411111711,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,737083.22,1012523.81,2025,3T
2025-07-01,344397,411111721,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,3773379.5,5961598.12,2025,3T
2025-07-01,344397,411111741,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,109855.84,128511.47,2025,3T
2025-07-01,344397,411111751,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,5144.17,5703.57,2025,3T
2025-07-01,344397,411111761,Despesas com Eventos / Sinistros na modalidade de pagamento por procedimento,1077966.22,1641602.03,2025,3T
2025-07-01,344397,411112181,Despesas com Eventos / Sinistros,0.0,0.0,2025,3T
2025-07-01,344397,411112281,Despesas com Eventos / Sinistros,0.0,0.0,2025,3T
2025-07-01,344397,411112781,Despesas com Eventos / Sinistros,0.0,0.0,2025,3T
2025-07-01,344397,411511111,Despesas com Eventos / Sinistros,1335760.4,2206906.71,2025,3T
