DATA,REG_ANS,CD_CONTA_CONTABIL,DESCRICAO,VL_SALDO_INICIAL,VL_SALDO_FINAL,ano,trimestre
2025-01-01,318213,411611731,Despesas com Eventos / Sinistros,0.0,276.2,2025,1T
2025-01-01,318213,411611741,Despesas com Eventos / Sinistros,0.0,25165.87,2025,1T
2025-01-01,318213,411611761,Despesas com Eventos / Sinistros,0.0,100827.16,2025,1T
2025-01-01,318213,411612131,Despesas com Eventos / Sinistros,0.0,15204.43,2025,1T
2025-01-01,318213,411612151,Despesas com Eventos / Sinistros,0.0,4789.41,2025,1T
2025-01-01,318213,411612161,Despesas com Eventos / Sinistros,0.0,348058.8,2025,1T
2025-01-01,318213,411612261,Despesas com Eventos / Sinistros,0.0,314013.55,2025,1T
2025-01-01,318213,411612741,Despesas com Eventos / Sinistros,0.0,0.0,2025,1T
2025-01-01,318213,411612761,Despesas com Eventos / Sinistros,0.0,108822.41,2025,1T
2025-01-01,318213,411711711,Despesas com Eventos / Sinistros,0.0,2800.0,2025,1T
2025-01-01,318213,411711721,Despesas com Eventos / Sinistros,0.0,43757.25,2025,1T
2025-01-01,318213,411711731,Despesas com Eventos / Sinistros,0.0,2640.7,2025,1T
2025-01-01,318213,411711741,Despesas com Eventos / Sinistros,0.0,22353.85,2025,1T
2025-01-01,318213,411711761,Despesas com Eventos / Sinistros,0.0,106718.57,2025,1T
2025-01-01,318213,411712731,Despesas com Eventos / Sinistros,0.0,350.0,2025,1T
2025-01-01,318213,411712761,Despesas com Eventos / Sinistros,0.0,135429.14,2025,1T
2025-01-01,318213,411811161,Despesas com Eventos / Sinistros,0.0,126568.04,2025,1T
2025-01-01,312720,411411257,Despesas com Eventos/Sinistros - Judicial,0.0,0.0,2025,1T
2025-01-01,312720,411411261,Despesas com Eventos / Sinistros,0.0,961679.47,2025,1T
2025-01-01,312720,411411267,Despesas com Eventos/Sinistros - Judicial,0.0,1628.8,2025,1T
2025-01-01,312720,411412137,Despesas com Eventos/Sinistros - Judicial,0.0,0.0,2025,1T
2025-01-01,312720,411412141,Despesas com Eventos / Sinistros,0.0,1414658.37,2025,1T
2025-01-01,312720,411412147,Despesas com Eventos/Sinistros - Judicial,0.0,8800.15,2025,1T
2025-01-01,312720,411412151,Despesas com Eventos / Sinistros,0.0,0.0,2025,1T
2025-01-01,312720,411412157,Despesas com Eventos/Sinistros - Judicial,0.0,0.0,2025,1T
2025-01-01,312720,411412161,Despesas com Eventos / Sinistros,0.0,474078.83,2025,1T
2025-01-01,312720,411412167,Despesas com Eventos/Sinistros - Judicial,0.0,184.66,2025,1T
2025-01-01,312720,411412181,Despesas com Eventos / Sinistros,0.0,17126.16,2025,1T
2025-01-01,312720,411412237,Despesas com Eventos/Sinistros - Judicial,0.0,1590.3,2025,1T
2025-01-01,312720,411412241,Despesas com Eventos / Sinistros,0.0,463737.86,2025,1T
2025-01-01,312720,411412247,Despesas com Eventos/Sinistros - Judicial,0.0,149374.74,2025,1T
2025-01-01,312720,411412251,Despesas com Eventos / Sinistros,0.0,0.0,2025,1T
2025-01-01,312720,411412257,Despesas com Eventos/Sinistros - Judicial,0.0,0.0,2025,1T
2025-01-01,312720,411412261,Despesas com Eventos / Sinistros,0.0,226068.38,2025,1T
2025-01-01,312720,411412267,Despesas com Eventos/Sinistros - Judicial,0.0,128702.38,2025,1T
2025-01-01,312720,411412281,Despesas com Eventos / Sinistros,0.0,1783.04,2025,1T
2025-01-01,312720,411611111,Despesas com Eventos / Sinistros,0.0,5179536.3,2025,1T
2025-01-01,312720,411611117,Despesas com Eventos/Sinistros - Judicial,0.0,71876.16,2025,1T
2025-01-01,312720,411611121,Despesas com Eventos / Sinistros,0.0,6018823.91,2025,1T
2025-01-01,312720,411611127,Despesas com Eventos/Sinistros - Judicial,0.0,397414.26,2025,1T
2025-01-01,312720,411611131,Despesas com Eventos / Sinistros,0.0,2472541.92,2025,1T
2025-01-01,312720,411611137,Despesas com Eventos/Sinistros - Judicial,0.0,154980.24,2025,1T
2025-01-01,312720,411611141,Despesas com Eventos / Sinistros,0.0,71951771.98,2025,1T
2025-01-01,312720,411611147,Despesas com Eventos/Sinistros - Judicial,0.0,889565.47,2025,1T
2025-01-01,312720,411611151,Despesas com Eventos / Sinistros,0.0,102094.15,2025,1T
2025-01-01,312720,411611157,Despesas com Eventos/Sinistros - Judicial,0.0,0.0,2025,1T
2025-01-01,312720,411611161,Despesas com Eventos / Sinistros,0.0,26540493.4,2025,1T
2025-01-01,312720,411611167,Despesas com Eventos/Sinistros - Judicial,0.0,139098.54,2025,1T
2025-01-01,312720,411611211,Despesas com Eventos / Sinistros,0.0,1289387.13,2025,1T
2025-01-01,312720,411611217,Despesas com Eventos/Sinistros - Judicial,0.0,7534.31,2025,1T
2025-01-01,312720,411611221,Despesas com Eventos / Sinistros,0.0,2460130.76,2025,1T
2025-01-01,312720,411611227,Despesas com Eventos/Sinistros - Judicial,0.0,682.52,2025,1T
2025-01-01,312720,411611231,Despesas com Eventos / Sinistros,0.0,186269.04,2025,1T
2025-01-01,312720,411611237,Despesas com Eventos/Sinistros - Judicial,0.0,0.0,2025,1T
2025-01-01,312720,411611241,Despesas com Eventos / Sinistros,0.0,7836407.65,2025,1T
2025-01-01,312720,411611247,Despesas com Eventos/Sinistros - Judicial,0.0,109168.68,2025,1T
2025-01-01,312720,411611251,Despesas com Eventos / Sinistros,0.0,2729.23,2025,1T
2025-01-01,312720,411611257,Despesas com Eventos/Sinistros - Judicial,0.0,0.0,2025,1T
2025-01-01,312720,411611261,Despesas com Eventos / Sinistros,0.0,21732157.56,2025,1T
2025-01-01,312720,411611267,Despesas com Eventos/Sinistros - Judicial,0.0,49655.05,2025,1T
2025-01-01,312720,411612141,Despesas com Eventos / Sinistros,0.0,45694109.01,2025,1T
2025-01-01,312720,411612147,Despesas com Eventos/Sinistros - Judicial,0.0,232493.52,2025,1T
2025-01-01,312720,411612151,Despesas com Eventos / Sinistros,0.0,67976.03,2025,1T
2025-01-01,312720,411612157,Despesas com Eventos/Sinistros - Judicial,0.0,0.0,2025,1T
2025-01-01,312720,411612161,Despesas com Eventos / Sinistros,0.0,15287999.74,2025,1T
2025-01-01,312720,411612167,Despesas com Eventos/Sinistros - Judicial,0.0,11063.14,2025,1T
2025-01-01,312720,411612241,Despesas com Eventos / Sinistros,0.0,3109361.9,2025,1T
2025-01-01,312720,411612247,Despesas com Eventos/Sinistros - Judicial,0.0,150695.5,2025,1T
2025-01-01,312720,411612251,Despesas com Eventos / Sinistros,0.0,0.0,2025,1T
2025-01-01,312720,411612257,Despesas com Eventos/Sinistros - Judicial,0.0,0.0,2025,1T
2025-01-01,312720,411612261,Despesas com Eventos / Sinistros,0.0,7791124.62,2025,1T
2025-01-01,312720,411612267,Despesas com Eventos/Sinistros - Judicial,0.0,1275.88,2025,1T
2025-01-01,312720,411711111,Despesas com Eventos / Sinistros,0.0,0.0,2025,1T
2025-01-01,312720,411711117,Despesas com Eventos/Sinistros - Judicial,0.0,0.0,2025,1T
2025-01-01,312720,411711121,Despesas com Eventos / Sinistros,0.0,0.0,2025,1T
2025-01-01,312720,411711127,Despesas com Eventos/Sinistros - Judicial,0.0,0.0,2025,1T
2025-01-01,312720,411711131,Despesas com Eventos / Sinistros,0.0,0.0,2025,1T
2025-01-01,312720,411711137,Despesas com Eventos/Sinistros - Judicial,0.0,0.0,2025,1T
2025-01-01,312720,411711141,Despesas com Eventos / Sinistros,0.0,0.0,2025,1T
2025-01-01,312720,411711147,Despesas com Eventos/Sinistros - Judicial,0.0,0.0,2025,1T
2025-01-01,312720,411711151,Despesas com Eventos / Sinistros,0.0,0.0,2025,1T
2025-01-01,312720,411711157,Despesas com Eventos/Sinistros - Judicial,0.0,0.0,2025,1T
2025-01-01,312720,411711161,Despesas com Eventos / Sinistros,0.0,0.0,2025,1T
