DATA,REG_ANS,CD_CONTA_CONTABIL,DESCRICAO,VL_SALDO_INICIAL,VL_SALDO_FINAL,ano,trimestre
2025-04-01,422070,411112061,Despesas com Eventos / Sinistros,2538510.18,6515492.48,2025,2T
2025-04-01,422070,411112081,Despesas com Eventos / Sinistros,3121442.03,7202091.67,2025,2T
2025-04-01,422070,411121061,Despesas com Eventos / Sinistros,222749.57,487044.01,2025,2T
2025-04-01,422070,411122061,Despesas com Eventos / Sinistros,155390.42,334812.54,2025,2T
2025-04-01,422070,411611061,Despesas com Eventos / Sinistros,561811.06,1901240.02,2025,2T
2025-04-01,422070,411612061,Despesas com Eventos / Sinistros,86091.95,172703.22,2025,2T
2025-04-01,422070,411621061,Despesas com Eventos / Sinistros,4498.91,7699.17,2025,2T
2025-04-01,422070,411622061,Despesas com Eventos / Sinistros,562.73,562.73,2025,2T
2025-04-01,422070,411711061,Despesas com Eventos / Sinistros,1777607.84,4324744.79,2025,2T
2025-04-01,422070,411712061,Despesas com Eventos / Sinistros,703809.69,1753765.67,2025,2T
2025-04-01,422070,411721061,Despesas com Eventos / Sinistros,23357.83,64300.44,2025,2T
2025-04-01,422070,411722061,Despesas com Eventos / Sinistros,21398.19,34680.59,2025,2T
2025-04-01,422070,411811061,Despesas com Eventos / Sinistros,568.89,1911.35,2025,2T
2025-04-01,422371,411912041,Despesas com Eventos / Sinistros,0.0,0.0,2025,2T
2025-04-01,422371,411912047,Despesas com Eventos/Sinistros - Judicial,0.0,0.0,2025,2T
2025-04-01,422371,411912051,Despesas com Eventos / Sinistros,0.0,0.0,2025,2T
2025-04-01,422371,411912057,Despesas com Eventos/Sinistros - Judicial,0.0,0.0,2025,2T
2025-04-01,422371,411912061,Despesas com Eventos / Sinistros,0.0,0.0,2025,2T
2025-04-01,422371,411912067,Despesas com Eventos/Sinistros - Judicial,0.0,0.0,2025,2T
2025-04-01,422371,411912081,Despesas com Eventos / Sinistros,0.0,0.0,2025,2T
2025-04-01,422371,411921011,Despesas com Eventos / Sinistros,0.0,0.0,2025,2T
2025-04-01,422371,411921017,Despesas com Eventos/Sinistros - Judicial,0.0,0.0,2025,2T
