RegistroANS,CNPJ,RazaoSocial,Trimestre,Ano,ValorDespesas
324345,,,2T,2025,8437668034
324361,,,2T,2025,14610964674
324477,,,2T,2025,17993985450
324493,,,2T,2025,11099336573
324523,,,2T,2025,236826
324566,,,2T,2025,7703534742
325031,,,2T,2025,5899251262
325082,,,2T,2025,940967951
325236,,,2T,2025,4607139751
325465,,,2T,2025,1751086102
325571,,,2T,2025,54788795583
326305,,,2T,2025,1273312128611
326500,,,2T,2025,18817726704
326755,,,2T,2025,11179710919
326861,,,2T,2025,11848340941
327328,,,2T,2025,5822300
327352,,,2T,2025,1618701263
327417,,,2T,2025,10000956180
327468,,,2T,2025,1037032092
327557,,,2T,2025,5975650839
327638,,,2T,2025,806180495
327689,,,2T,2025,56020894592
328294,,,2T,2025,7006498522
328308,,,2T,2025,1772170078
328375,,,2T,2025,1461012871
328537,,,2T,2025,7130926819
329339,,,2T,2025,22307740535
329355,,,2T,2025,372258226
329665,,,2T,2025,1481167602
329886,,,2T,2025,5496221731
330108,,,2T,2025,7942286985
330116,,,2T,2025,2496040400
330264,,,2T,2025,6328535897
330281,,,2T,2025,2596627739
330566,,,2T,2025,7246029461
330809,,,2T,2025,5038524577
330892,,,2T,2025,1519778649
331104,,,2T,2025,171613677
331317,,,2T,2025,25451959824
331341,,,2T,2025,12644800150
331651,,,2T,2025,7662489170
331872,,,2T,2025,37924482216
331988,,,2T,2025,28391471401
333051,,,2T,2025,15581730342
333239,,,2T,2025,62826289
333662,,,2T,2025,13045744190
333689,,,2T,2025,76478728865
333808,,,2T,2025,2918339900
333867,,,2T,2025,1009871041
333875,,,2T,2025,2599561403
334154,,,2T,2025,6448644201
334243,,,2T,2025,389292152
334511,,,2T,2025,69260224
334561,,,2T,2025,41999024125
334847,,,2T,2025,1104351269
335100,,,2T,2025,84714350661
335215,,,2T,2025,9915009330
335258,,,2T,2025,1126874361
335479,,,2T,2025,24916102848
335517,,,2T,2025,5106699049
335541,,,2T,2025,3696301570
335592,,,2T,2025,58362176527
335614,,,2T,2025,73344220578
335657,,,2T,2025,1443602499
335690,,,2T,2025,190450552319
335754,,,2T,2025,5828450531
335789,,,2T,2025,1738711669
336017,,,2T,2025,198415675
336106,,,2T,2025,24113968994
336467,,,2T,2025,1392751252
336831,,,2T,2025,5755234457
336858,,,2T,2025,663683286900
337188,,,2T,2025,19522557573
337374,,,2T,2025,14138234344
337498,,,2T,2025,4684459921
337561,,,2T,2025,1164020635
337668,,,2T,2025,33963727669
337871,,,2T,2025,8340684699
338346,,,2T,2025,1533677282
338648,,,2T,2025,10148052572
339458,,,2T,2025,239604451
339679,,,2T,2025,583722334241
339954,,,2T,2025,39589326972
340162,,,2T,2025,273394752
340251,,,2T,2025,5494607523
340782,,,2T,2025,34639399518
340952,,,2T,2025,17777244290
341819,,,2T,2025,135309535
341941,,,2T,2025,1023321768
342033,,,2T,2025,40952886024
342084,,,2T,2025,79351630356
342131,,,2T,2025,2031411489
342157,,,2T,2025,598189393
342203,,,2T,2025,983274534
342343,,,2T,2025,6817292133
342386,,,2T,2025,5852750891
342556,,,2T,2025,12585640296
342611,,,2T,2025,20317736161
342807,,,2T,2025,7369529478
342955,,,2T,2025,134239961
343056,,,2T,2025,235614454
343064,,,2T,2025,4428992054
343129,,,2T,2025,1468736995
343153,,,2T,2025,683191043
343269,,,2T,2025,69574074587
343331,,,2T,2025,4471782498
343404,,,2T,2025,33700041
343463,,,2T,2025,3937921377
343676,,,2T,2025,3014127256
343684,,,2T,2025,3391851654
343722,,,2T,2025,1020353406
343731,,,2T,2025,54152385470
343765,,,2T,2025,1740305136
343889,,,2T,2025,353113913418
344141,,,2T,2025,1067014791
344184,,,2T,2025,304702038
344362,,,2T,2025,5209999415
344397,,,2T,2025,18428931274
344451,,,2T,2025,1043039462
344729,,,2T,2025,11664323550
344788,,,2T,2025,1334497297
344800,,,2T,2025,15417737675
344885,,,2T,2025,107773775156
344915,,,2T,2025,204744721
345091,,,2T,2025,3629747890
345318,,,2T,2025,966637635
345458,,,2T,2025,5429642862
345598,,,2T,2025,15914709960
345709,,,2T,2025,8851560503
345741,,,2T,2025,229549622
345776,,,2T,2025,3446275587
346004,,,2T,2025,958856498
346209,,,2T,2025,7933365675
346276,,,2T,2025,14457641146
346659,,,2T,2025,436922189045
346926,,,2T,2025,74588042983
346951,,,2T,2025,3584691156
347108,,,2T,2025,2666872309
347507,,,2T,2025,12485707765
347604,,,2T,2025,511741179
347655,,,2T,2025,5963406868
347736,,,2T,2025,2376517786
347795,,,2T,2025,338008272
347825,,,2T,2025,648467695
348082,,,2T,2025,9904810405
348180,,,2T,2025,20436934282
348244,,,2T,2025,8077872808
348261,,,2T,2025,3130480114
348295,,,2T,2025,56999076177
348520,,,2T,2025,62335902041
348830,,,2T,2025,10209488694
349534,,,2T,2025,8334413308
349682,,,2T,2025,18613073522
349712,,,2T,2025,20984699317
350141,,,2T,2025,13840665592
350249,,,2T,2025,16256868101
350346,,,2T,2025,1416929762
350371,,,2T,2025,13704165969
350494,,,2T,2025,4125667792
350648,,,2T,2025,1710803395
350699,,,2T,2025,6080895635
350770,,,2T,2025,245948219
351202,,,2T,2025,60161122002
351270,,,2T,2025,1663225076
351407,,,2T,2025,9891440587
351776,,,2T,2025,1480562930
351792,,,2T,2025,353717284
352179,,,2T,2025,4938964284
352314,,,2T,2025,5485319050
352331,,,2T,2025,67075331982
352501,,,2T,2025,256647069088
352519,,,2T,2025,1881043772
352543,,,2T,2025,9024724424
352586,,,2T,2025,3370878978
352683,,,2T,2025,15823345426
353027,,,2T,2025,4064704200
353060,,,2T,2025,17565484754
353264,,,2T,2025,1407383950
353353,,,2T,2025,27198471516
353663,,,2T,2025,28607045039
353698,,,2T,2025,1952493255
353876,,,2T,2025,1951243763
354031,,,2T,2025,27480915685
354066,,,2T,2025,26517132095
354279,,,2T,2025,5694345830
354295,,,2T,2025,22513800478
354325,,,2T,2025,4780934437
354511,,,2T,2025,8380422135
354562,,,2T,2025,10309426224
354619,,,2T,2025,2207897133
354627,,,2T,2025,1427716082394
354678,,,2T,2025,898774452
354783,,,2T,2025,20364357285
354996,,,2T,2025,2047763033
355097,,,2T,2025,47151325252
355151,,,2T,2025,20784197332
355577,,,2T,2025,4285852987
355593,,,2T,2025,2856363503
355691,,,2T,2025,51311841038
355721,,,2T,2025,46401151982
356123,,,2T,2025,12847310289
356417,,,2T,2025,26156112410
356476,,,2T,2025,7347506589
356581,,,2T,2025,3069311097
357022,,,2T,2025,5698101947
357138,,,2T,2025,9473687367
357260,,,2T,2025,10685546873
357391,,,2T,2025,113960193266
357511,,,2T,2025,45995555710
357669,,,2T,2025,1148846754
357715,,,2T,2025,2666639855
358053,,,2T,2025,5048617996
358088,,,2T,2025,11865862092
358096,,,2T,2025,6758910106
358282,,,2T,2025,2604966857
358339,,,2T,2025,302167060
358436,,,2T,2025,958082243
358754,,,2T,2025,1694044860
359017,,,2T,2025,552851815736
359033,,,2T,2025,2569483633
359122,,,2T,2025,5453667386
359289,,,2T,2025,12209755951
359661,,,2T,2025,116834991654
359777,,,2T,2025,11381543705
360244,,,2T,2025,14461014865
360414,,,2T,2025,3322627668
360449,,,2T,2025,96029137324
360783,,,2T,2025,634451442
361011,,,2T,2025,29466554949
361461,,,2T,2025,4509772818
361569,,,2T,2025,709597718
361593,,,2T,2025,601334715
361615,,,2T,2025,7961350705
361941,,,2T,2025,5612808180
362140,,,2T,2025,3626766547
362573,,,2T,2025,2549497760
362832,,,2T,2025,2113038040
363189,,,2T,2025,565175868
363286,,,2T,2025,2959605783
363391,,,2T,2025,508899270
363855,,,2T,2025,5118506854
364070,,,2T,2025,1461141720
364312,,,2T,2025,20174723983
364584,,,2T,2025,27777250286
364592,,,2T,2025,2895467779
364860,,,2T,2025,16198707550
365238,,,2T,2025,3786665080
365530,,,2T,2025,2071572482
365645,,,2T,2025,330617769
365777,,,2T,2025,6142995180
365785,,,2T,2025,212608979
366064,,,2T,2025,5207739505
366340,,,2T,2025,2816087294
366439,,,2T,2025,880779252
366561,,,2T,2025,17277858815
367087,,,2T,2025,21668250795
367095,,,2T,2025,19267337918
367397,,,2T,2025,16183876733
367613,,,2T,2025,816171452
368148,,,2T,2025,5775653932
368253,,,2T,2025,382173133759
368555,,,2T,2025,1164650073
368920,,,2T,2025,1134992476
369292,,,2T,2025,28401583559
369411,,,2T,2025,16641142459
369659,,,2T,2025,43049235129
370070,,,2T,2025,33562867836
370088,,,2T,2025,3065352186
370568,,,2T,2025,385312413
370592,,,2T,2025,1016891251
370681,,,2T,2025,10330758956
370711,,,2T,2025,271377645
370975,,,2T,2025,3036279055
371106,,,2T,2025,12154656344
371254,,,2T,2025,57060661223
371564,,,2T,2025,2408227632
371629,,,2T,2025,11769609623
371777,,,2T,2025,9009014179
372561,,,2T,2025,6547956365
372609,,,2T,2025,10259552401
373109,,,2T,2025,192874330
374440,,,2T,2025,1922643275
378216,,,2T,2025,3393439601
379280,,,2T,2025,10754118894
379956,,,2T,2025,105264209191
380661,,,2T,2025,2934063729
381144,,,2T,2025,268154216
382281,,,2T,2025,214853493
382540,,,2T,2025,5251988979
382639,,,2T,2025,148882172
382655,,,2T,2025,319954193
382876,,,2T,2025,114091292288
384577,,,2T,2025,56790434228
384704,,,2T,2025,1471915743
385255,,,2T,2025,7961868245
385620,,,2T,2025,5040536511
385697,,,2T,2025,33289840741
386588,,,2T,2025,12236680396
386596,,,2T,2025,2498829818
386901,,,2T,2025,1731484702
387185,,,2T,2025,1605169522
388092,,,2T,2025,627184220
389358,,,2T,2025,607430153
389854,,,2T,2025,692789492
390259,,,2T,2025,430990127
392804,,,2T,2025,23513331914
393321,,,2T,2025,6548301686
393533,,,2T,2025,2172931453
394734,,,2T,2025,1957272018
395480,,,2T,2025,4413993549
397245,,,2T,2025,55018644
401081,,,2T,2025,5990587738
401480,,,2T,2025,1222417840
402001,,,2T,2025,531238740
402206,,,2T,2025,1339673483
402966,,,2T,2025,1371776384
403962,,,2T,2025,3277555886
404241,,,2T,2025,1249294399
406481,,,2T,2025,4875696163
406554,,,2T,2025,6395998700
406635,,,2T,2025,443298168
406805,,,2T,2025,1120944667
406813,,,2T,2025,274865637
406937,,,2T,2025,1346212568
406945,,,2T,2025,3109869194
407011,,,2T,2025,44353292001
407224,,,2T,2025,253103511
407534,,,2T,2025,132583482
407569,,,2T,2025,342166604
408026,,,2T,2025,325719131
408034,,,2T,2025,256085846
408093,,,2T,2025,20004910
408263,,,2T,2025,586457236
408522,,,2T,2025,49497336
408794,,,2T,2025,1720757381
409243,,,2T,2025,9148544383
409286,,,2T,2025,4649850
409405,,,2T,2025,236178237
409413,,,2T,2025,86268936
409634,,,2T,2025,472520506
409791,,,2T,2025,292329916
410110,,,2T,2025,1418348155
410128,,,2T,2025,2248323549
410292,,,2T,2025,3765203529
410608,,,2T,2025,916869688
410624,,,2T,2025,533410794
410888,,,2T,2025,1545292880
411248,,,2T,2025,325230738
411256,,,2T,2025,25048658621
411582,,,2T,2025,2837431094
411752,,,2T,2025,12241137826
411809,,,2T,2025,677869934
411868,,,2T,2025,444408215
412015,,,2T,2025,25063766
412058,,,2T,2025,1560239306
412252,,,2T,2025,1401723889
412295,,,2T,2025,3749740280
412635,,,2T,2025,1257877361
412759,,,2T,2025,1612724708
412996,,,2T,2025,443656155
413160,,,2T,2025,2437052488
413267,,,2T,2025,119954723
413283,,,2T,2025,222653773
413330,,,2T,2025,2059041645
413372,,,2T,2025,1097577217
413429,,,2T,2025,974047804
413518,,,2T,2025,197651827
413534,,,2T,2025,46857968582
413551,,,2T,2025,38724783
413721,,,2T,2025,1517147988
413747,,,2T,2025,214542315
414026,,,2T,2025,69215111
414212,,,2T,2025,1452302569
414310,,,2T,2025,8312980776
414352,,,2T,2025,6606982356
414387,,,2T,2025,289289191
414492,,,2T,2025,10458350357
414573,,,2T,2025,3880692122
414581,,,2T,2025,8316954919
414654,,,2T,2025,210598369
414662,,,2T,2025,649862464
414689,,,2T,2025,487549033
414701,,,2T,2025,437510297
414905,,,2T,2025,3971726948
414930,,,2T,2025,4988179199
415014,,,2T,2025,6107927714
415065,,,2T,2025,2482847111
415081,,,2T,2025,13582466
415111,,,2T,2025,13410245341
415243,,,2T,2025,233002947
415626,,,2T,2025,1285757517
415693,,,2T,2025,8205244874
415774,,,2T,2025,8014860453
415901,,,2T,2025,69159231
415910,,,2T,2025,11816559
415936,,,2T,2025,2145771642
415944,,,2T,2025,6560608
415987,,,2T,2025,252094332
416398,,,2T,2025,3336095461
416401,,,2T,2025,6806676569
416428,,,2T,2025,247277902142
416495,,,2T,2025,3952422828
416525,,,2T,2025,445569703
416568,,,2T,2025,14507176692
416584,,,2T,2025,1133259889
416690,,,2T,2025,4310962527
416738,,,2T,2025,4982267676
416801,,,2T,2025,4457078243
417106,,,2T,2025,20414334
417131,,,2T,2025,117605798
417211,,,2T,2025,3562496004
417220,,,2T,2025,127268285
417297,,,2T,2025,7019943720
417424,,,2T,2025,0
417475,,,2T,2025,522506746
417491,,,2T,2025,325165205
417505,,,2T,2025,32798363664
417530,,,2T,2025,16680886245
417548,,,2T,2025,9279248042
417599,,,2T,2025,5064403765
417661,,,2T,2025,3486012274
417815,,,2T,2025,3834324431
417831,,,2T,2025,87832932
417947,,,2T,2025,6849791776
417955,,,2T,2025,3402997316
418021,,,2T,2025,18713581511
418072,,,2T,2025,107312378
418129,,,2T,2025,337168918
418137,,,2T,2025,1393466941
418170,,,2T,2025,18080076052
418218,,,2T,2025,294516261
418226,,,2T,2025,527289586
418285,,,2T,2025,8006971608
418374,,,2T,2025,9976318512
418501,,,2T,2025,717692358
418587,,,2T,2025,3436093523
418617,,,2T,2025,1825453094
418650,,,2T,2025,2819110846
418731,,,2T,2025,3421679241
418749,,,2T,2025,450273767
418803,,,2T,2025,2471677924
418820,,,2T,2025,1376525205
418919,,,2T,2025,3260945130
418960,,,2T,2025,-70000
418994,,,2T,2025,30666048
419010,,,2T,2025,2573521805
419028,,,2T,2025,157905154
419052,,,2T,2025,2906474796
419079,,,2T,2025,0
419133,,,2T,2025,111349311206
419141,,,2T,2025,7126735576
419150,,,2T,2025,3063791385
419249,,,2T,2025,26965237275
419257,,,2T,2025,0
419281,,,2T,2025,105667593
419354,,,2T,2025,16037229
419419,,,2T,2025,2098100168
419427,,,2T,2025,3055709693
419486,,,2T,2025,4005998637
419524,,,2T,2025,6041231
419567,,,2T,2025,0
419591,,,2T,2025,291533325
419699,,,2T,2025,2413837768
419753,,,2T,2025,283606648
419851,,,2T,2025,712479280
419958,,,2T,2025,1696013829
419974,,,2T,2025,478304429
420000,,,2T,2025,2566590230
420051,,,2T,2025,28646105
420077,,,2T,2025,14754580030
420085,,,2T,2025,937041263
420093,,,2T,2025,26096348
420123,,,2T,2025,283072577
420158,,,2T,2025,5903322786
420166,,,2T,2025,9137230977
420271,,,2T,2025,860571904
420701,,,2T,2025,1876696267
420786,,,2T,2025,350592289
420816,,,2T,2025,136429387
420841,,,2T,2025,0
420930,,,2T,2025,56349293
420981,,,2T,2025,46888875
421006,,,2T,2025,2990686976
421146,,,2T,2025,0
421154,,,2T,2025,2326202086
421189,,,2T,2025,162611141
421197,,,2T,2025,4875288734
421341,,,2T,2025,5237345014
421359,,,2T,2025,765398640
421367,,,2T,2025,240012968
421421,,,2T,2025,13498099636
421561,,,2T,2025,8769419
421618,,,2T,2025,289676279
421634,,,2T,2025,21108559
421642,,,2T,2025,2705981
421707,,,2T,2025,559008578
421715,,,2T,2025,291183651465
421723,,,2T,2025,109989335
421731,,,2T,2025,3319481819
421766,,,2T,2025,1475405408
421871,,,2T,2025,641662966
421928,,,2T,2025,18266443991
421944,,,2T,2025,2975803338
422029,,,2T,2025,12243150881
422053,,,2T,2025,7714728359
422070,,,2T,2025,4644010789
422088,,,2T,2025,197661886
422134,,,2T,2025,0
422151,,,2T,2025,824279537
422304,,,2T,2025,300144805
422321,,,2T,2025,3876140161
422339,,,2T,2025,18984039818
422355,,,2T,2025,85412554
422371,,,2T,2025,1717774345
422380,,,2T,2025,470116529
422398,,,2T,2025,4774266568
422401,,,2T,2025,0
422479,,,2T,2025,10224304
422487,,,2T,2025,488811676
422576,,,2T,2025,0
422584,,,2T,2025,1187086778
422631,,,2T,2025,261033092076
422681,,,2T,2025,4237701934
422720,,,2T,2025,18265090393
422746,,,2T,2025,151663421
422754,,,2T,2025,57211286
422762,,,2T,2025,743196916
422771,,,2T,2025,3004527802
422827,,,2T,2025,1404761296
422835,,,2T,2025,1045950288
422941,,,2T,2025,28400
422959,,,2T,2025,294167820
423017,,,2T,2025,0
423173,,,2T,2025,14809873496
423181,,,2T,2025,30043916
423203,,,2T,2025,213375223
423262,,,2T,2025,26580297
423319,,,2T,2025,2581139386
423335,,,2T,2025,2273373580
423351,,,2T,2025,122346622
423432,,,2T,2025,173351585
423441,,,2T,2025,328849151
423548,,,2T,2025,921330854
423564,,,2T,2025,45776332
423572,,,2T,2025,30745433
423629,,,2T,2025,647131310
423645,,,2T,2025,5706630
423661,,,2T,2025,404559403
423718,,,2T,2025,929872309
423815,,,2T,2025,3755154
423858,,,2T,2025,0
423912,,,2T,2025,17753947
424048,,,2T,2025,166341148
424129,,,2T,2025,0
424145,,,2T,2025,0
424161,,,2T,2025,0
424170,,,2T,2025,63581064
424188,,,2T,2025,121458555305
424544,,,2T,2025,0
000477,,,1T,2025,12523883633
000515,,,1T,2025,681653952
000582,,,1T,2025,67001766004
000701,,,1T,2025,130236975243
000884,,,1T,2025,8249667961
005711,,,1T,2025,1158233230510
006246,,,1T,2025,486363164005
300136,,,1T,2025,2977261215
300713,,,1T,2025,4743947900
300730,,,1T,2025,45899724
301060,,,1T,2025,1438254083
301124,,,1T,2025,1236503335
301574,,,1T,2025,7462056150
301728,,,1T,2025,1831008735
301744,,,1T,2025,3296132115
301949,,,1T,2025,20810357518
302147,,,1T,2025,102981181185
302228,,,1T,2025,678270082
302627,,,1T,2025,724970240
302953,,,1T,2025,14037807362
303178,,,1T,2025,1650354007
303267,,,1T,2025,10661038348
303356,,,1T,2025,21584538937
303623,,,1T,2025,19304728002
303739,,,1T,2025,5173674849
303844,,,1T,2025,1693348871
303976,,,1T,2025,43216264199
304051,,,1T,2025,3372324265
304123,,,1T,2025,1655396334
304131,,,1T,2025,2932525632
304212,,,1T,2025,233568507
304344,,,1T,2025,2539214780
304395,,,1T,2025,2725502937
304441,,,1T,2025,122211882
304468,,,1T,2025,3759585324
304484,,,1T,2025,1442579610
304531,,,1T,2025,249980311
304701,,,1T,2025,113016839310
304883,,,1T,2025,4936674562
305227,,,1T,2025,2920079780
305421,,,1T,2025,83364428
305472,,,1T,2025,3079041347
305626,,,1T,2025,705036329
305928,,,1T,2025,195609257
306045,,,1T,2025,239101634
306100,,,1T,2025,2952399478
306126,,,1T,2025,4821329160
306398,,,1T,2025,17580944494
306754,,,1T,2025,1153712385
306762,,,1T,2025,6495685772
306886,,,1T,2025,17200910561
307319,,,1T,2025,7072916800
307751,,,1T,2025,2911704812
308811,,,1T,2025,1079633219
309028,,,1T,2025,281747033
309087,,,1T,2025,2757161989
309222,,,1T,2025,56289991631
309524,,,1T,2025,659602499
309907,,,1T,2025,5687820515
310239,,,1T,2025,592491045
310247,,,1T,2025,6957299542
310522,,,1T,2025,1101122451
310981,,,1T,2025,344702687
311057,,,1T,2025,797961559
311146,,,1T,2025,1898291734
311294,,,1T,2025,3981415973
311359,,,1T,2025,2683290773
311375,,,1T,2025,5604722593
311391,,,1T,2025,355660799
311618,,,1T,2025,3672647419
311715,,,1T,2025,4374891638
311847,,,1T,2025,10853957115
311944,,,1T,2025,886442774
311961,,,1T,2025,1701697996
312126,,,1T,2025,31700414021
312282,,,1T,2025,1081728201
312347,,,1T,2025,5025117326
312363,,,1T,2025,147159871792
312592,,,1T,2025,2894903491
312720,,,1T,2025,24165019159
312851,,,1T,2025,28625858987
313084,,,1T,2025,1918271020
313149,,,1T,2025,208647631
313211,,,1T,2025,3272113810
313475,,,1T,2025,339923273
313751,,,1T,2025,766952938
314099,,,1T,2025,5552409586
314218,,,1T,2025,16978695140
314242,,,1T,2025,1130640661
314251,,,1T,2025,1829305797
314315,,,1T,2025,309499222
314366,,,1T,2025,85064713
314587,,,1T,2025,990499497
314668,,,1T,2025,5234788482
314706,,,1T,2025,220638919
314781,,,1T,2025,891541441
315044,,,1T,2025,5793868617
315265,,,1T,2025,2095355230
315478,,,1T,2025,41889868231
315494,,,1T,2025,1254859628
315567,,,1T,2025,4744119979
315583,,,1T,2025,1145822848
315648,,,1T,2025,1057561009
315729,,,1T,2025,18047851900
315796,,,1T,2025,12044115688
316148,,,1T,2025,5004915532
316458,,,1T,2025,665476902
316849,,,1T,2025,168072058
316873,,,1T,2025,3423920431
316881,,,1T,2025,4332841999
316903,,,1T,2025,12158528
316997,,,1T,2025,204030085
317012,,,1T,2025,2087046180
317144,,,1T,2025,73072265360
317233,,,1T,2025,7291454742
317632,,,1T,2025,8907337396
317896,,,1T,2025,926296447
318035,,,1T,2025,1791121102
318213,,,1T,2025,2674083990
318299,,,1T,2025,6458378166
318388,,,1T,2025,3517161732
318477,,,1T,2025,2787310938
318566,,,1T,2025,3783507321
319121,,,1T,2025,16610654721
319180,,,1T,2025,1675300241
319384,,,1T,2025,6720705523
319422,,,1T,2025,1383593094
319708,,,1T,2025,10127804568
319872,,,1T,2025,114306851
319996,,,1T,2025,50536486603
320251,,,1T,2025,6659049423
320706,,,1T,2025,12133094697
320820,,,1T,2025,1327488127
320838,,,1T,2025,1251606823
320862,,,1T,2025,3017932945
320897,,,1T,2025,1963196374
321044,,,1T,2025,22195000470
321087,,,1T,2025,1208888680
321125,,,1T,2025,55938292
321273,,,1T,2025,20382009670
321320,,,1T,2025,751177186
321338,,,1T,2025,43510441
321931,,,1T,2025,1050377289
321958,,,1T,2025,8741703209
322326,,,1T,2025,210978691
322571,,,1T,2025,4182335387
322831,,,1T,2025,1146187099
322890,,,1T,2025,124294750
323004,,,1T,2025,518263696
323055,,,1T,2025,1691473157
323080,,,1T,2025,137301333221
323268,,,1T,2025,10876400670
323357,,,1T,2025,3571714249
323926,,,1T,2025,2464836149
323942,,,1T,2025,1029767227
323993,,,1T,2025,4395463350
324159,,,1T,2025,2254753583
324175,,,1T,2025,1362125799
324213,,,1T,2025,112279807
324299,,,1T,2025,908188548
324345,,,1T,2025,4248477909
324361,,,1T,2025,7091292820
324477,,,1T,2025,9286673389
324493,,,1T,2025,2666946873
324523,,,1T,2025,1904
324566,,,1T,2025,3405546713
325031,,,1T,2025,2586871617
325082,,,1T,2025,545765775
325236,,,1T,2025,2239144344
325465,,,1T,2025,794029332
325571,,,1T,2025,26730303356
326305,,,1T,2025,590261996863
326500,,,1T,2025,7286166664
326755,,,1T,2025,4275454786
326861,,,1T,2025,7656754017
327328,,,1T,2025,2897400
327352,,,1T,2025,766855049
327417,,,1T,2025,6135905891
327468,,,1T,2025,511513359
327557,,,1T,2025,2983161224
327638,,,1T,2025,436852780
327689,,,1T,2025,27531338029
328294,,,1T,2025,4586957599
328308,,,1T,2025,1045560042
328375,,,1T,2025,663639498
328537,,,1T,2025,1589215128
329339,,,1T,2025,9245875402
329355,,,1T,2025,1126451444
329886,,,1T,2025,2225902506
330108,,,1T,2025,2983180025
330116,,,1T,2025,1207951359
330264,,,1T,2025,3952427535
330281,,,1T,2025,1279482055
330566,,,1T,2025,2788012489
330809,,,1T,2025,2923414276
330892,,,1T,2025,689277698
331104,,,1T,2025,87708813
331317,,,1T,2025,11882716543
331341,,,1T,2025,5776030858
331651,,,1T,2025,3305171331
331872,,,1T,2025,18287454757
331988,,,1T,2025,13066652375
333051,,,1T,2025,5164883489
333239,,,1T,2025,29472865
333662,,,1T,2025,6451190126
333689,,,1T,2025,34166552888
333808,,,1T,2025,1382117165
333867,,,1T,2025,496661565
333875,,,1T,2025,1189285936
334154,,,1T,2025,3096629742
334243,,,1T,2025,177840331
334511,,,1T,2025,35583281
334561,,,1T,2025,21867610460
334847,,,1T,2025,490370576
335100,,,1T,2025,30788528382
335215,,,1T,2025,4520741736
335258,,,1T,2025,341589142
335479,,,1T,2025,10840156324
335517,,,1T,2025,2749572081
335541,,,1T,2025,2050856129
335592,,,1T,2025,26966579712
335614,,,1T,2025,34502624053
335657,,,1T,2025,661183281
335690,,,1T,2025,89962313783
335754,,,1T,2025,2864383914
335789,,,1T,2025,891286149
336017,,,1T,2025,94632470
336106,,,1T,2025,11552618587
336467,,,1T,2025,566984856
336831,,,1T,2025,2049081519
336858,,,1T,2025,197929318456
337188,,,1T,2025,8546741384
337374,,,1T,2025,7749767670
337498,,,1T,2025,2126178896
337561,,,1T,2025,517724403
337668,,,1T,2025,18252693866
337871,,,1T,2025,3790133674
338346,,,1T,2025,761867817
338648,,,1T,2025,6166155860
339458,,,1T,2025,114103427
339679,,,1T,2025,261653662981
339954,,,1T,2025,20280673518
340162,,,1T,2025,137905592
340251,,,1T,2025,2689257565
340782,,,1T,2025,18404772538
340952,,,1T,2025,8325359749
341819,,,1T,2025,74948923
341941,,,1T,2025,527104037
342033,,,1T,2025,20451974597
342084,,,1T,2025,31248237694
342131,,,1T,2025,850832491
342157,,,1T,2025,314979711
342203,,,1T,2025,461176774
342343,,,1T,2025,3522415963
342386,,,1T,2025,2726166425
342556,,,1T,2025,5663830018
342611,,,1T,2025,9031073928
342807,,,1T,2025,4210469208
342955,,,1T,2025,91557255
343056,,,1T,2025,130968677
343064,,,1T,2025,2195530305
343129,,,1T,2025,700792864
343153,,,1T,2025,339646305
343269,,,1T,2025,32794912250
343331,,,1T,2025,2223602620
343404,,,1T,2025,41301900
343463,,,1T,2025,1942926727
343676,,,1T,2025,1469189557
343684,,,1T,2025,1785893389
343722,,,1T,2025,573341477
343731,,,1T,2025,21296706249
343765,,,1T,2025,889520802
343889,,,1T,2025,162566207439
344141,,,1T,2025,527307097
344184,,,1T,2025,115503023
344362,,,1T,2025,5109353685
344397,,,1T,2025,8960967727
344451,,,1T,2025,489397025
344729,,,1T,2025,5546407298
344788,,,1T,2025,585257614
344800,,,1T,2025,7699203311
344885,,,1T,2025,50533255419
344915,,,1T,2025,100892834
345091,,,1T,2025,1590255654
345318,,,1T,2025,452063417
345458,,,1T,2025,2593077649
345598,,,1T,2025,5871483564
345709,,,1T,2025,4070556414
345741,,,1T,2025,146168233
345776,,,1T,2025,1707005177
346004,,,1T,2025,421590450
346209,,,1T,2025,3518097574
346276,,,1T,2025,6568105715
346659,,,1T,2025,211845885587
346870,,,1T,2025,232597407
346926,,,1T,2025,38182033447
346951,,,1T,2025,1221461836
347108,,,1T,2025,1049422915
347507,,,1T,2025,5900782159
347604,,,1T,2025,247746848
347655,,,1T,2025,1638670355
347736,,,1T,2025,1024680378
347795,,,1T,2025,156212866
347825,,,1T,2025,50496880
348082,,,1T,2025,7111131078
348180,,,1T,2025,9801380004
348244,,,1T,2025,4963875578
348261,,,1T,2025,1588720988
348295,,,1T,2025,25763305787
348520,,,1T,2025,26200156171
348830,,,1T,2025,5132656649
349534,,,1T,2025,3061944124
349682,,,1T,2025,2521705989
349712,,,1T,2025,12395934183
350141,,,1T,2025,3102562364
350249,,,1T,2025,4024362190
350346,,,1T,2025,567078988
350371,,,1T,2025,6581106254
350494,,,1T,2025,1939333721
350648,,,1T,2025,869375343
350699,,,1T,2025,501104130
350770,,,1T,2025,107771579
351202,,,1T,2025,23688132130
351270,,,1T,2025,930857084
351407,,,1T,2025,4627798911
351776,,,1T,2025,553463026
351792,,,1T,2025,370187795
352179,,,1T,2025,2486082708
352314,,,1T,2025,2590259788
352331,,,1T,2025,28317210415
352501,,,1T,2025,104129719318
352519,,,1T,2025,903159148
